,real_river,Q,TotN,DIN,TDP,TOC,SS,year
45,20,629.066595126915,2427.5053616657087,2223.6932126082897,53.50839895519538,4362.693614372747,12026.244892297125,2017
46,20,433.2493094581604,1696.9867996727614,1461.849111852269,15.490668514154022,2456.091689985496,2680.3367926054243,2018
47,20,789.887914439392,2021.3612085363518,1865.0231322956433,39.21591567982165,5299.403664413099,12145.550779164221,2019
48,21,4141.629563818359,1632.5578529445406,974.5723214143893,24.711815177923814,19157.84586279948,10101.267720975382,2017
49,21,3848.0538783691404,1771.418277223479,1067.3975931645914,24.115535790423174,15381.34423992709,6505.360134411474,2018
50,21,4076.8800286376954,1894.2249529757573,1205.9778055572508,24.08164061846592,19103.537184068184,5502.26861730918,2019
51,22,9394.55877216797,2363.01365001916,1331.0320525863083,32.178576759281,27411.670242694796,3974.899289976083,2017
52,22,9252.765257739258,2224.5106289162227,1176.8527433633938,19.45889669621589,21678.84870229791,2176.6489011685835,2018
53,22,8389.865303393555,2128.7676401652925,1170.8612137220564,17.632990734623732,22216.0656260431,2318.9882236492513,2019
54,23,1759.3354582992554,619.2250153295884,200.0352251488599,6.2559148722027045,9866.976068846336,1131.0035438604236,2017
55,23,1303.1014038711548,472.72235179557805,182.2452188960552,5.322578474054074,7339.4318755223185,807.6629131643846,2018
56,23,1967.4771122440338,705.4332834470629,274.8102481227332,8.213727799537141,11142.221970030687,1225.9288738200744,2019
